name,genre_1,price,tier,total_votes,pos_ratio,p_bayes,p_ml,b_rating,score_finale
Western 1849 Reloaded,action,budget,mostly_positive,111,79.3,0.587,0.617,0.758,0.6801
Arcana Heart 3 LOVEMAX SIXSTARS!!!!!!,action,mid_price,mostly_positive,70,84.3,0.609,0.585,0.764,0.6801
SINNER: Sacrifice for Redemption,action,mid_price,mostly_positive,189,75.1,0.609,0.617,0.748,0.6801
Venusian Vengeance,action,budget,mostly_positive,53,83.0,0.587,0.617,0.758,0.68
Lugaru HD,action,budget,mostly_positive,419,76.6,0.587,0.617,0.757,0.6798
Fate/EXTELLA LINK,action,aaa_full,very_positive,1081,91.3,0.417,0.549,0.877,0.6797
Zombie Riot,action,mid_price,mostly_positive,57,75.4,0.609,0.617,0.747,0.6797
Antihorror,action,budget,mostly_positive,126,78.6,0.587,0.617,0.757,0.6797
Ninja Senki DX,action,budget,mostly_positive,52,82.7,0.587,0.617,0.757,0.6797
A Bloody Night,action,budget,mostly_positive,76,78.9,0.587,0.623,0.754,0.6795
Juicy Realm,action,budget,mostly_positive,648,76.2,0.587,0.617,0.757,0.6795
Insane 2,racing,mid_price,mostly_positive,396,83.1,0.551,0.579,0.794,0.6795
Looterkings,action,mid_price,mostly_positive,332,78.3,0.609,0.579,0.765,0.6795
Vangers,racing,budget,very_positive,234,85.0,0.542,0.594,0.791,0.6795
Space Fist,action,mid_price,mostly_positive,52,75.0,0.609,0.617,0.746,0.6793
Squareface,action,budget,mostly_positive,67,80.6,0.587,0.617,0.756,0.6792
Arkshot,action,budget,mostly_positive,120,78.3,0.587,0.617,0.756,0.6791
PAC-MAN™ and the Ghostly Adventures,action,mid_price,mostly_positive,159,79.2,0.609,0.585,0.762,0.6791
Overclocked,action,free,very_positive,173,91.3,0.571,0.531,0.807,0.679
Snuggle Truck,racing,budget,mostly_positive,444,81.8,0.542,0.597,0.788,0.6789
Stayin' Alive,action,budget,mostly_positive,246,76.8,0.587,0.617,0.756,0.6789
Wells,action,budget,mostly_positive,90,78.9,0.587,0.617,0.755,0.6787
A Wizard's Lizard: Soul Thief,action,budget,mostly_positive,53,81.1,0.587,0.617,0.755,0.6786
FEIST,action,budget,mostly_positive,457,76.1,0.587,0.617,0.755,0.6786
Onechanbara Z2: Chaos,action,mid_price,mostly_positive,503,76.3,0.609,0.592,0.757,0.6786
Crystal Caves,action,budget,mostly_positive,57,78.9,0.587,0.623,0.752,0.6786
Almightree: The Last Dreamer,action,budget,mostly_positive,110,78.2,0.587,0.617,0.755,0.6786
Alien Swarm: Reactive Drop,free_to_play,free,very_positive,8156,93.5,0.408,0.448,0.929,0.6784
Jetman Go,fps,budget,mostly_positive,171,81.9,0.582,0.588,0.772,0.6784
Feesh,action,budget,mostly_positive,121,77.7,0.587,0.617,0.754,0.6782
Pressure Overdrive,action,budget,mostly_positive,108,77.8,0.587,0.617,0.754,0.678
Mute Crimson+,action,budget,very_positive,129,89.1,0.587,0.546,0.789,0.6779
Bedlam,action,budget,mostly_positive,755,75.6,0.587,0.617,0.753,0.6776
Dig Dog,action,budget,mostly_positive,50,80.0,0.587,0.617,0.753,0.6776
Super Pilot,racing,mid_price,very_positive,56,94.6,0.551,0.606,0.777,0.6776
NAM,action,budget,mostly_positive,190,75.8,0.587,0.623,0.75,0.6775
The Slater,action,mid_price,mostly_positive,136,78.7,0.609,0.585,0.758,0.6774
Masky,action,budget,mostly_positive,90,77.8,0.587,0.617,0.753,0.6774
Deadly 30,action,budget,mostly_positive,1466,75.4,0.587,0.617,0.752,0.6772
Trash Squad,action,budget,mostly_positive,57,78.9,0.587,0.617,0.752,0.6772
Rise of Ages,action,mid_price,mostly_positive,70,81.4,0.609,0.583,0.758,0.677
Holopoint,sports,mid_price,very_positive,667,91.0,0.463,0.526,0.859,0.6768
Vengeance,action,budget,mostly_positive,146,83.6,0.531,0.626,0.775,0.6768
TrackMania Nations Forever,racing,free,very_positive,9496,86.9,0.5,0.477,0.865,0.6768
Hentai Shooter 3D: Christmas Party,sexual_content,budget,mostly_positive,136,80.1,0.637,0.544,0.763,0.6768
Woah Dave!,action,budget,mostly_positive,100,77.0,0.587,0.617,0.751,0.6768
Double Dragon: Neon,beat_em_up,budget,mostly_positive,1969,77.2,0.582,0.588,0.768,0.6767
Overkill VR: Action Shooter FPS,action,mid_price,mostly_positive,214,78.5,0.609,0.575,0.762,0.6767
Pavlov VR,action,budget,very_positive,3307,89.3,0.416,0.53,0.88,0.6767
Night Trap - 25th Anniversary Edition,action,mid_price,mostly_positive,88,79.5,0.609,0.585,0.757,0.6766
METAL SLUG X,action,budget,very_positive,1708,90.4,0.416,0.53,0.88,0.6766
Budget Cuts,action,mid_price,mostly_positive,551,75.7,0.609,0.592,0.753,0.6764
When the Darkness comes,free_to_play,free,very_positive,3267,90.8,0.408,0.508,0.894,0.6762
LifeZ - Survival,action,budget,mostly_positive,86,76.7,0.587,0.617,0.75,0.6761
Neon Space,action,budget,mostly_positive,395,79.5,0.531,0.626,0.773,0.6761
Rec Room,free_to_play,free,very_positive,3656,93.8,0.408,0.448,0.924,0.676
D'LIRIUM,indie,budget,very_positive,569,94.2,0.469,0.487,0.874,0.6759
QUAKE III: Team Arena,action,mid_price,mostly_positive,139,77.7,0.609,0.585,0.755,0.6759
Killer is Dead - Nightmare Edition,action,mid_price,mostly_positive,6539,75.5,0.609,0.585,0.755,0.6758
In Game Adventure: Legend of Monsters,action,budget,mostly_positive,105,76.2,0.587,0.617,0.749,0.6758
Hyperun,racing,budget,very_positive,68,94.1,0.542,0.599,0.781,0.6757
The Vagrant,action,budget,very_positive,3083,90.0,0.416,0.514,0.887,0.6757
Sky Gamblers: Storm Raiders,action,budget,mostly_positive,195,79.5,0.587,0.585,0.765,0.6756
Doorways: Old Prototype,free_to_play,free,very_positive,524,85.9,0.514,0.553,0.817,0.6755
Xanadu Next,rpg,mid_price,very_positive,209,90.0,0.5,0.585,0.809,0.6755
Unpossible,racing,budget,very_positive,102,87.3,0.542,0.605,0.777,0.6754
Deadlings: Rotten Edition,action,budget,mostly_positive,272,82.7,0.587,0.546,0.784,0.6754
Battlezone Gold Edition,action,mid_price,mostly_positive,210,76.7,0.609,0.585,0.754,0.6753
Aeon,action,mid_price,mostly_positive,181,75.7,0.609,0.592,0.75,0.6749
Space Rift - Episode 1,action,mid_price,mostly_positive,69,76.8,0.609,0.592,0.749,0.6748
Aliens vs. Predator™,action,budget,very_positive,10634,88.8,0.439,0.491,0.885,0.6748
Cold Fear™,horror,budget,very_positive,312,87.2,0.575,0.505,0.81,0.6748
Alien Shooter 2: Reloaded,action,budget,very_positive,1079,92.2,0.439,0.492,0.884,0.6747
Rocket Knight,action,mid_price,mostly_positive,92,76.1,0.609,0.592,0.749,0.6745
Scraps: Modular Vehicle Combat,action,budget,mostly_positive,132,75.0,0.587,0.617,0.747,0.6744
Runic Rampage - Action RPG,action,budget,very_positive,110,88.2,0.587,0.546,0.782,0.6742
SCP022,horror,free,mostly_positive,175,82.3,0.666,0.483,0.774,0.6741
Russian Car Driver,racing,budget,very_positive,1164,86.3,0.5,0.518,0.839,0.6741
Warriors & Castles,action,budget,mostly_positive,68,75.0,0.587,0.617,0.746,0.6741
Zombie Parking,action,budget,mostly_positive,72,75.0,0.587,0.617,0.746,0.6741
Hanako: Honor & Blade,swordplay,budget,mostly_positive,90,82.2,0.582,0.588,0.763,0.674
Deadly Hunter VR,rpg,free,mostly_positive,219,83.6,0.631,0.497,0.783,0.6738
Super Night Riders,racing,budget,very_positive,124,85.5,0.542,0.599,0.777,0.6737
Maytroid. I swear it's a nice game too,sexual_content,budget,mostly_positive,79,79.7,0.637,0.544,0.756,0.6735
EARTH DEFENSE FORCE 4.1 WINGDIVER THE SHOOTER,action,mid_price,mostly_positive,50,78.0,0.609,0.585,0.75,0.6734
Cosmic Trip,strategy,mid_price,very_positive,413,89.1,0.481,0.553,0.83,0.6733
There Is A Genie In My Szechuan Sauce,memes,budget,mostly_positive,268,77.6,0.582,0.591,0.76,0.6731
Nuclear Dawn,strategy,budget,mostly_positive,2116,79.2,0.5,0.619,0.786,0.6728
Cue Club 2: Pool & Snooker,action,mid_price,mostly_positive,96,78.1,0.609,0.575,0.754,0.6728
Deadstone,action,budget,mostly_positive,51,76.5,0.587,0.608,0.748,0.6728
Aegis Defenders,strategy,mid_price,mostly_positive,109,80.7,0.557,0.61,0.762,0.6726
METAL SLUG,action,budget,very_positive,1297,90.1,0.416,0.53,0.872,0.6725
HYPERNOVA: Escape from Hadea,strategy,mid_price,very_positive,54,85.2,0.557,0.61,0.761,0.6725
Wonder Boy Returns,action,mid_price,mostly_positive,75,76.0,0.609,0.585,0.748,0.6724
Alphadia Genesis,rpg,budget,mostly_positive,96,83.3,0.611,0.545,0.767,0.6723
Super Trench Attack!,action,budget,very_positive,1072,92.5,0.439,0.477,0.886,0.6721
KovaaK's FPS Aim Trainer,action,budget,very_positive,610,94.3,0.439,0.492,0.878,0.6717
The Cursed Forest,horror,budget,very_positive,313,89.1,0.575,0.472,0.82,0.6717
Behold the Kickmen,sports,budget,very_positive,319,91.2,0.48,0.544,0.831,0.6717
Power Hover,racing,budget,very_positive,146,92.5,0.542,0.536,0.804,0.6714
ETHER VAPOR Remaster,shoot_em_up,budget,mostly_positive,243,77.4,0.582,0.588,0.758,0.6714
Blue Estate The Game,action,budget,very_positive,1172,91.1,0.439,0.491,0.877,0.6712
Serious Sam 2,action,budget,very_positive,6055,88.4,0.439,0.491,0.878,0.6712
Containment Initiative,gore,budget,mostly_positive,93,79.6,0.582,0.588,0.757,0.671
Counter-Strike: Global Offensive,fps,free,very_positive,3046717,86.8,0.375,0.572,0.868,0.6709
Last Knight: Rogue Rider Edition,action,budget,mostly_positive,200,82.0,0.587,0.546,0.775,0.6708
the static speaks my name,free_to_play,free,mostly_positive,4945,81.2,0.514,0.553,0.808,0.6707
Momodora III,action,budget,very_positive,812,92.6,0.416,0.511,0.877,0.6704
Lara Croft and the Guardian of Light,action,budget,very_positive,2743,91.4,0.439,0.448,0.897,0.6703
Boogeyman,horror,budget,mostly_positive,351,84.6,0.575,0.507,0.8,0.6703
Super Impossible Road,racing,budget,very_positive,98,85.7,0.542,0.594,0.773,0.6702
Skirmish Line,strategy,budget,very_positive,142,87.3,0.535,0.573,0.786,0.6701
IMSCARED,indie,budget,very_positive,649,91.2,0.469,0.493,0.859,0.6701
Rym 9000,action,budget,very_positive,55,92.7,0.587,0.546,0.773,0.67
1917 - The Alien Invasion DX,shoot_em_up,budget,mostly_positive,109,78.0,0.582,0.588,0.754,0.6697
Pixel Traffic: Circle Rush,racing,budget,very_positive,71,87.3,0.542,0.597,0.77,0.6695
Breakneck,racing,budget,very_positive,77,87.0,0.542,0.594,0.771,0.6692
Death Skid Marks,indie,budget,very_positive,556,92.3,0.469,0.487,0.86,0.6691
FlatOut,racing,budget,very_positive,2163,91.4,0.405,0.484,0.893,0.6689
I and Me,indie,budget,very_positive,315,96.8,0.469,0.487,0.859,0.6686
Red Faction,action,budget,very_positive,1478,89.8,0.439,0.491,0.872,0.6685
Polygod,strategy,budget,very_positive,120,87.5,0.535,0.573,0.782,0.668
Genius Greedy Mouse,puzzle,budget,mostly_positive,67,77.6,0.582,0.588,0.751,0.6679
Valentino Rossi The Game,racing,mid_price,mostly_positive,275,77.8,0.551,0.598,0.761,0.6678
Armajet,action,free,mostly_positive,122,82.0,0.571,0.567,0.767,0.6678
Descenders,sports,mid_price,very_positive,728,91.5,0.364,0.576,0.865,0.6677
Betrayer,horror,budget,mostly_positive,3179,81.8,0.575,0.472,0.812,0.6677
Diehard Dungeon,rogue_like,budget,mostly_positive,434,75.3,0.582,0.588,0.75,0.6675
BattleStorm,shoot_em_up,budget,mostly_positive,54,77.8,0.582,0.588,0.75,0.6675
Far Cry® 2: Fortune's Edition,open_world,budget,mostly_positive,7031,75.3,0.582,0.583,0.752,0.6675
Noitu Love 2: Devolution,action,budget,very_positive,497,94.4,0.439,0.492,0.869,0.6674
Split/Second,racing,mid_price,mostly_positive,924,77.6,0.551,0.581,0.768,0.6673
Mother Simulator,horror,budget,very_positive,301,85.7,0.575,0.491,0.801,0.6671
BAJA: Edge of Control HD,racing,mid_price,mostly_positive,126,79.4,0.551,0.598,0.759,0.667
Mushroom Wars 2,strategy,mid_price,mostly_positive,454,75.3,0.557,0.61,0.75,0.6668
Super Jagua,action,budget,very_positive,70,85.7,0.587,0.546,0.766,0.6665
Hocus Pocus,action,budget,very_positive,70,85.7,0.587,0.546,0.766,0.6665
"OH MY GOD, LOOK AT THIS KNIGHT",free_to_play,free,overwhelmingly_positive,940,95.5,0.408,0.448,0.904,0.6663
Block Survival: Legend of the Lost Islands,action,budget,very_positive,61,86.9,0.587,0.546,0.766,0.6663
Granny,horror,budget,very_positive,241,88.8,0.575,0.472,0.809,0.6662
MX Nitro,racing,mid_price,mostly_positive,77,80.5,0.551,0.598,0.757,0.666
Music Racer,racing,budget,very_positive,1228,92.3,0.405,0.484,0.888,0.666
Versus World,indie,free,very_positive,68,89.7,0.615,0.502,0.773,0.6658
Caveblazers,indie,budget,very_positive,1581,87.9,0.448,0.501,0.857,0.6658
Suicide Guy: Sleepin' Deeply,action,budget,mostly_positive,89,83.1,0.587,0.546,0.765,0.6657
Serious Sam Classics: Revolution,action,budget,very_positive,1504,89.0,0.439,0.491,0.866,0.6656
Rogue Shooter: The FPS Roguelike,rogue_like,budget,mostly_positive,342,75.1,0.582,0.583,0.749,0.6656
Dead by Daylight,horror,mid_price,mostly_positive,185706,75.8,0.5,0.646,0.758,0.6655
BARRIER X,indie,budget,very_positive,1950,87.4,0.448,0.501,0.857,0.6655
Machines At War 3,strategy,mid_price,mostly_positive,50,76.0,0.557,0.61,0.747,0.6654
Anomaly Warzone Earth Mobile Campaign,strategy,budget,mostly_positive,325,80.6,0.535,0.573,0.777,0.6653
All-Star Fruit Racing,racing,mid_price,mostly_positive,98,82.7,0.551,0.579,0.765,0.6652
Can't Drive This,racing,budget,mostly_positive,212,78.8,0.542,0.594,0.763,0.6652
Brothers in Arms: Hell's Highway™,action,budget,very_positive,921,89.4,0.416,0.53,0.857,0.6651
Anomaly Korea,strategy,budget,mostly_positive,546,79.3,0.535,0.573,0.776,0.6649
Cosmo's Cosmic Adventure,action,budget,very_positive,61,85.2,0.587,0.546,0.763,0.6649
Tale of Fallen Dragons,indie,budget,very_positive,440,92.5,0.469,0.487,0.852,0.6649
Wacky Wheels,racing,budget,mostly_positive,93,81.7,0.542,0.594,0.762,0.6649
Mantis Burn Racing®,racing,mid_price,mostly_positive,111,76.6,0.551,0.606,0.751,0.6645
Alien Robot Monsters,strategy,budget,very_positive,97,86.6,0.535,0.573,0.775,0.6642
Tiki Man,action,budget,mostly_positive,209,75.6,0.531,0.626,0.75,0.6642
Zuma's Revenge!,action,budget,very_positive,463,94.0,0.439,0.491,0.863,0.664
Disney•Pixar Cars Mater-National Championship,racing,mid_price,very_positive,60,85.0,0.551,0.579,0.763,0.6639
The Next Penelope,racing,budget,mostly_positive,214,78.0,0.542,0.594,0.76,0.6637
Mafia,action,budget,very_positive,1907,90.6,0.439,0.448,0.884,0.6637
Navalny 20!8 : The Rise of Evil,action,budget,very_positive,566,92.2,0.439,0.492,0.861,0.6634
The Cat Games,indie,budget,very_positive,595,90.1,0.469,0.487,0.849,0.6632
Lucius,horror,budget,mostly_positive,7175,80.5,0.575,0.472,0.802,0.663
Odallus: The Dark Call,action,budget,very_positive,881,89.9,0.439,0.492,0.86,0.6629
HellGunner,action,budget,mostly_positive,125,79.2,0.587,0.546,0.759,0.6628
Alien Shooter,action,budget,very_positive,907,89.9,0.439,0.491,0.86,0.6627
Stikbold! A Dodgeball Adventure,sports,budget,very_positive,327,87.5,0.48,0.544,0.813,0.6624
ZeroRanger,action,budget,very_positive,303,97.0,0.439,0.492,0.858,0.662
IronWolf VR,simulation,mid_price,very_positive,451,98.0,0.4,0.475,0.886,0.662
VTOL VR,simulation,mid_price,very_positive,714,94.5,0.4,0.475,0.886,0.6619
Hypersensitive Bob,action,budget,mostly_positive,52,82.7,0.587,0.546,0.757,0.6619
Zombie Estate 2,action,budget,very_positive,266,98.5,0.439,0.492,0.858,0.6618
Leave Me Alone: A Trip To Hell,action,budget,mostly_positive,109,78.9,0.587,0.546,0.757,0.6617
Sky Knights,indie,budget,very_positive,311,94.2,0.469,0.487,0.845,0.6616
The Bellows,adventure,free,very_positive,188,85.6,0.575,0.495,0.788,0.6615
Binary Domain,action,budget,very_positive,5158,85.6,0.416,0.53,0.85,0.6615
F1 RACE STARS™,racing,mid_price,mostly_positive,904,76.2,0.551,0.579,0.758,0.6615
Null Vector,indie,budget,very_positive,251,96.4,0.469,0.487,0.845,0.6614
Pinkman,action,budget,very_positive,247,99.2,0.439,0.492,0.857,0.6612
Hollowed,indie,free,mostly_positive,113,81.4,0.615,0.502,0.764,0.6612
Megamagic: Wizards of the Neon Age,action,budget,mostly_positive,82,79.3,0.587,0.546,0.755,0.661
AX:EL - Air XenoDawn,simulation,free,mostly_positive,964,76.9,0.666,0.451,0.763,0.661
DreadOut: Keepers of The Dark,horror,budget,mostly_positive,514,80.2,0.575,0.507,0.781,0.6609
Teddy Floppy Ear - The Race,racing,budget,mostly_positive,824,76.7,0.5,0.62,0.761,0.6607
SpyParty,strategy,mid_price,mostly_positive,433,84.5,0.481,0.553,0.804,0.6606
Rack N Ruin,action,budget,mostly_positive,72,79.2,0.587,0.546,0.754,0.6604
Project CARS,racing,mid_price,mostly_positive,11338,76.0,0.551,0.571,0.76,0.6604
VRC PRO,racing,mid_price,mostly_positive,263,77.6,0.551,0.571,0.759,0.6602
Assassin's Creed 2 Deluxe Edition,action,budget,mostly_positive,17500,84.9,0.416,0.53,0.847,0.6602
Mekazoo,action,budget,mostly_positive,63,79.4,0.587,0.546,0.754,0.6601
Gurumin: A Monstrous Adventure,action,budget,very_positive,561,91.4,0.416,0.514,0.855,0.6601
Gunman Clive,indie,budget,very_positive,684,88.5,0.469,0.487,0.842,0.6599
Sky to Fly: Soulless Leviathan,racing,budget,mostly_positive,73,78.1,0.542,0.594,0.752,0.6599
Shooting Hurts,free_to_play,free,very_positive,150,92.0,0.514,0.516,0.803,0.6593
Aimtastic,free_to_play,free,overwhelmingly_positive,663,95.6,0.408,0.448,0.89,0.6593
SQUAKE,racing,budget,mostly_positive,131,76.3,0.542,0.594,0.751,0.6592
Little Big Adventure 2,adventure,budget,very_positive,241,98.8,0.446,0.484,0.853,0.6591
Boo Bunny Plague,action,budget,mostly_positive,261,75.9,0.587,0.546,0.751,0.659
Defense Zone 3 Ultra HD,strategy,budget,mostly_positive,206,79.1,0.535,0.573,0.764,0.6589
Race.a.bit,racing,budget,mostly_positive,55,76.4,0.542,0.597,0.748,0.6587
City Climber,action,budget,mostly_positive,135,76.3,0.587,0.546,0.751,0.6586
Streets of Fury EX,action,budget,very_positive,326,94.8,0.439,0.492,0.851,0.6583
Stargunner,action,free,very_positive,64,85.9,0.571,0.531,0.765,0.6582
Onward,simulation,mid_price,very_positive,3138,89.1,0.4,0.475,0.878,0.658
Mold on Pizza 🍕,strategy,budget,mostly_positive,118,80.5,0.535,0.573,0.762,0.6579
Good Doggo,action,free,very_positive,56,85.7,0.571,0.534,0.763,0.6577
Rise: Race The Future,racing,mid_price,mostly_positive,50,78.0,0.551,0.579,0.75,0.6576
Survivor Squad: Gauntlets,strategy,budget,mostly_positive,150,79.3,0.535,0.573,0.761,0.6575
Pixel Fodder,action,free,mostly_positive,125,80.8,0.571,0.531,0.764,0.6574
Jets'n'Guns 2,action,budget,very_positive,263,96.6,0.439,0.492,0.848,0.657
Happy Room,simulation,budget,mostly_positive,1088,82.7,0.486,0.522,0.809,0.6569
Obscure II (Obscure: The Aftermath),horror,budget,mostly_positive,329,79.9,0.575,0.505,0.774,0.6567
Battle Bruise,indie,budget,very_positive,286,93.0,0.469,0.487,0.835,0.6566
Earth Defense Force: Insect Armageddon,action,budget,very_positive,826,88.5,0.439,0.491,0.848,0.6564
404Sight,parkour,free,mostly_positive,1410,83.8,0.486,0.497,0.821,0.6563
Rock of Ages 2: Bigger & Boulder™,strategy,mid_price,mostly_positive,1771,80.4,0.481,0.553,0.795,0.656
Kittypocalypse,strategy,mid_price,very_positive,139,89.9,0.481,0.553,0.794,0.6554
FATE: The Traitor Soul,rpg,budget,very_positive,154,87.0,0.543,0.503,0.788,0.6553
Mushroom Wars,strategy,budget,mostly_positive,341,80.6,0.556,0.51,0.778,0.6552
Fidget Spinner Editor,horror,budget,very_positive,62,88.7,0.575,0.507,0.769,0.6552
MURI,action,budget,very_positive,447,91.3,0.439,0.491,0.845,0.6552
Outcast 1.1,adventure,budget,very_positive,419,91.6,0.446,0.484,0.845,0.655
Summoner,rpg,budget,mostly_positive,270,83.3,0.543,0.503,0.787,0.655
Tcheco in the Castle of Lucio,action,budget,very_positive,530,90.0,0.439,0.492,0.844,0.6549
Rune Classic,action,budget,very_positive,591,91.5,0.416,0.487,0.858,0.6548
Green Elephant 2D,action,budget,very_positive,268,95.1,0.439,0.492,0.843,0.6542
Mercury Blue: Mini Episode,adventure,free,very_positive,86,87.2,0.575,0.495,0.773,0.6542
Tomb Raider II,adventure,budget,very_positive,920,87.5,0.446,0.484,0.843,0.6541
Renegade Ops,action,budget,very_positive,2070,85.7,0.439,0.491,0.842,0.6537
Seven: Enhanced Edition,rpg,mid_price,mostly_positive,687,77.3,0.5,0.585,0.764,0.6535
Sword With Sauce,action,budget,mostly_positive,4240,84.0,0.416,0.53,0.833,0.6532
Bullets And More VR - BAM VR,action,budget,very_positive,487,89.9,0.439,0.492,0.841,0.6532
SPORE™ Galactic Adventures,simulation,budget,mostly_positive,2396,81.1,0.571,0.434,0.804,0.6531
Mini Ninjas,adventure,budget,very_positive,1882,85.7,0.446,0.484,0.841,0.6531
Cube Destroyer,indie,budget,very_positive,1101,85.0,0.469,0.487,0.828,0.6527
Sonic Adventure 2,action,budget,mostly_positive,5589,83.7,0.416,0.53,0.832,0.6525
McDROID,strategy,budget,mostly_positive,131,76.3,0.535,0.573,0.751,0.6523
The Exorcist: Legion VR - Chapter 1: First Rites,horror,budget,mostly_positive,176,79.5,0.575,0.505,0.764,0.6519
CASE 2: Animatronics Survival,horror,budget,mostly_positive,485,77.5,0.575,0.505,0.764,0.6518
Battlezone: Combat Commander,strategy,mid_price,mostly_positive,311,82.6,0.481,0.553,0.786,0.6517
Super Cyborg,action,budget,very_positive,445,89.9,0.439,0.492,0.837,0.6514
Pogostuck: Rage With Your Friends,horror,budget,mostly_positive,419,77.3,0.575,0.507,0.762,0.6513
VODKA,action,budget,very_positive,285,93.3,0.439,0.492,0.837,0.6513
Rogue Trooper,action,budget,very_positive,263,94.3,0.439,0.491,0.838,0.6513
Mini Ghost,action,budget,very_positive,297,97.3,0.439,0.448,0.859,0.6511
Battle Time,strategy,budget,mostly_positive,139,75.5,0.535,0.573,0.748,0.6511
Bloo Kid 2,indie,budget,very_positive,226,92.9,0.469,0.487,0.824,0.651
Defect,strategy,budget,mostly_positive,51,76.5,0.535,0.573,0.748,0.6509
Totally Unbalanced,racing,budget,mostly_positive,89,82.0,0.542,0.536,0.762,0.6506
Pocket Rogues,rpg,budget,very_positive,71,91.5,0.543,0.503,0.778,0.6504
"Planes, Bullets and Vodka",action,budget,very_positive,644,88.0,0.416,0.511,0.837,0.6504
SCP: Secret Laboratory,free_to_play,free,mostly_positive,23155,84.4,0.408,0.508,0.842,0.6503
Close Your Eyes [Old Version],free_to_play,free,very_positive,704,88.4,0.408,0.508,0.842,0.6502
Super Ledgehop: Double Laser,action,budget,very_positive,192,97.4,0.439,0.492,0.834,0.6501
Aqua Kitty - Milk Mine Defender,indie,budget,very_positive,406,87.9,0.469,0.487,0.822,0.6501
Superfighters Deluxe,action,budget,very_positive,426,89.7,0.439,0.492,0.834,0.6499
Zeno Clash,action,budget,mostly_positive,2336,84.8,0.416,0.511,0.836,0.6497
SiN Episodes: Emergence,action,budget,very_positive,529,88.5,0.439,0.491,0.834,0.6496
Judge Dredd: Dredd vs. Death,action,budget,very_positive,638,87.6,0.439,0.491,0.834,0.6496
DED,free_to_play,free,mostly_positive,416,81.0,0.514,0.516,0.783,0.649
Skelly Selest,indie,budget,very_positive,162,95.7,0.469,0.487,0.819,0.6486
Gamma Bros,free_to_play,free,very_positive,73,93.2,0.514,0.516,0.782,0.6484
Crysis Warhead®,action,budget,mostly_positive,2006,84.4,0.439,0.491,0.832,0.6483
Over 9000 Zombies!,action,budget,very_positive,1109,85.5,0.439,0.491,0.831,0.6482
Nature Calls,action,budget,very_positive,392,89.5,0.439,0.492,0.83,0.648
Receiver,simulation,budget,mostly_positive,3322,79.1,0.486,0.532,0.787,0.648
Cargo! The Quest for Gravity,adventure,budget,mostly_positive,332,78.3,0.548,0.512,0.765,0.6476
The Thrill of the Fight - VR Boxing,sports,budget,very_positive,894,94.2,0.371,0.434,0.892,0.6475
Spark the Electric Jester,action,budget,very_positive,326,90.8,0.439,0.491,0.83,0.6475
Enemy Mind,action,budget,very_positive,743,86.3,0.439,0.492,0.829,0.6474
360 No Scope Arena,action,budget,very_positive,391,89.3,0.439,0.492,0.829,0.6472
Conductor,indie,budget,very_positive,159,95.0,0.469,0.487,0.816,0.6469
Ski Sniper,sports,budget,very_positive,146,85.6,0.48,0.544,0.781,0.6468
Shotgun Legend,action,budget,very_positive,184,96.2,0.439,0.492,0.828,0.6467
Platypus,action,budget,very_positive,308,90.9,0.439,0.491,0.828,0.6466
YumeCore,action,budget,very_positive,91,96.7,0.439,0.553,0.797,0.6465
Mighty Switch Force! Hyper Drive Edition,action,budget,very_positive,223,93.7,0.439,0.492,0.827,0.6464
Brothers in Arms: Road to Hill 30™,action,budget,very_positive,724,86.2,0.439,0.491,0.828,0.6463
Liftoff: FPV Drone Racing,simulation,mid_price,very_positive,1058,87.3,0.403,0.492,0.845,0.6462
QUAKE Mission Pack 1: Scourge of Armagon,action,budget,very_positive,218,94.0,0.439,0.491,0.827,0.6461
Bladed Fury,action,budget,mostly_positive,1453,84.3,0.439,0.492,0.826,0.6461
Armed with Wings: Rearmed,indie,budget,very_positive,311,88.1,0.469,0.487,0.814,0.6461
Rush Rover,action,budget,very_positive,157,98.1,0.439,0.492,0.826,0.646
King Rabbit,free_to_play,free,very_positive,69,91.3,0.514,0.516,0.777,0.6459
Animal Super Squad,indie,budget,very_positive,364,87.1,0.469,0.487,0.814,0.6459
TRON 2.0,action,budget,very_positive,355,89.6,0.439,0.491,0.827,0.6459
Zombie Party,action,budget,very_positive,597,86.6,0.439,0.492,0.826,0.6457
Ghost Town Mine Ride & Shootin' Gallery,indie,budget,very_positive,339,87.3,0.469,0.487,0.813,0.6454
Clawface,free_to_play,free,very_positive,116,85.3,0.514,0.516,0.775,0.6453
Kalimba,action,budget,very_positive,219,93.6,0.439,0.491,0.826,0.6453
HYPERFIGHT Max Battle,free_to_play,free,very_positive,120,85.0,0.514,0.516,0.775,0.6451
Ace of Seafood,action,budget,very_positive,272,91.2,0.439,0.492,0.824,0.6451
"""BUTTS: The VR Experience""",horror,budget,mostly_positive,58,77.6,0.575,0.505,0.75,0.6451
Chroma Blast,free_to_play,free,mostly_positive,230,81.3,0.514,0.516,0.775,0.6449
WOUNDED,horror,budget,mostly_positive,61,77.0,0.575,0.505,0.749,0.6448
Nimbus,indie,budget,very_positive,189,94.7,0.469,0.464,0.823,0.6448
Boring Man - Online Tactical Stickman Combat,free_to_play,free,very_positive,4230,85.4,0.419,0.465,0.847,0.6445
Wrecked,free_to_play,free,mostly_positive,2049,77.8,0.514,0.516,0.774,0.6445
The Haunted: Hells Reach,action,budget,very_positive,588,86.2,0.439,0.492,0.823,0.6442
